CodeN1,"Niv. 1 (Domaine d'activité général)",CodeN2,"Niv. 2(précision sur le domaine d'activité)",CodeN3,"Niv. 3(précision du type d'exercice professionnel si besoin)",CodeN4,"Niv. 4(précision détaillée du type de profession si besoin)",Code final
07,Activités de services,01,"Transport, Fret, Entreposage",15,Conseil en organisation de convoi ,00,,07011500
07,Activités de services,01,"Transport, Fret, Entreposage",16,Activités de poste et de courrier,00,,07011600
07,Activités de services,01,"Transport, Fret, Entreposage",17,"livraison à domicile, coursiers",00,,07011700
07,Activités de services,01,"Transport, Fret, Entreposage",18,Ambulance,00,,07011800
07,Activités de services,01,"Transport, Fret, Entreposage",19,Services occasionnels de transport routiers à la demande,00,,07011900
07,Activités de services,02,Hotellerie et restauration,01,Hotellerie et hébergement avec prestations hotellières,00,,07020100
07,Activités de services,02,Hotellerie et restauration,02,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,00,,07020200
07,Activités de services,02,Hotellerie et restauration,03,Restauration,00,,07020300
07,Activités de services,02,Hotellerie et restauration,04,Fabrication culinaire artisanale de plats à consommer sur place,00,,07020400
07,Activités de services,02,Hotellerie et restauration,06,Fabrication artisanale associée à la vente de plats pour consommation immédiate en magasins sédentaires ou sur éventaires et marchés.,00,,07020600
07,Activités de services,02,Hotellerie et restauration,07,Fabrication artisanale associée à la vente de plats pour consommation immédiate en véhicules motorisés ou non.,00,,07020700
07,Activités de services,02,Hotellerie et restauration,08,Traiteurs et autres services de restauration,00,,07020800
07,Activités de services,02,Hotellerie et restauration,09,Débits de boissons,00,,07020900
07,Activités de services,03,Services d'information,01,"Traitement de données, hébergement et activités connexes ",00,,07030100
07,Activités de services,03,Services d'information,02,Exploitation de portails Internet,00,,07030200
07,Activités de services,03,Services d'information,03,"Community manager, ergonome web, blogueur professionnel, rédacteur web",00,,07030300
07,Activités de services,03,Services d'information,04,Activités des agences de presse,00,,07030400
07,Activités de services,03,Services d'information,05,"Relation presse, correspondants locaux de la presse écrite",00,,07030500
07,Activités de services,03,Services d'information,06,"Rédacteur, attaché de presse, journaliste d'entreprise",00,,07030600
07,Activités de services,03,Services d'information,07,Autres services d'information ,00,,07030700
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,01,Administration de marchés financiers,07040101
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,02,Activités diverses des services financiers ,07040102
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,03,Courtage de valeurs mobilières et de marchandises,07040103
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,04,Trading pour compte propre et gestion de patrimoine personnel ,07040104
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,05,Conseil en gestion de patrimoine,07040105
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,06,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite",07040106
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,07,"Conseil en placement et en investissement financier, ingénieur d'affaires",07040107
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,08,Gestion de fonds,07040108
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,09,Services généraux d'assurances,07040109
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",01,Activités des services financiers,10,Autre,07040110
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",02,Assurances,01,Évaluation des risques et dommages,07040201
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",02,Assurances,02,Expertise automobile,07040202
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",02,Assurances,03,Expertise médicale,07040203
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",02,Assurances,04,Activités des mandataires intermédiaires des sociétés ou caisses locales d'assurances mutuelles agricoles ,07040204
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",02,Assurances,05,Activités des courtiers d'assurances (hors assurances mutuelles agricoles),07040205
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",02,Assurances,06,Agent général d'assurances,07040206
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",02,Assurances,08,"Gestion et administration fonds d'assurance, enquêteur, expert assureur",07040208
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",03,Activités immobilières ,01,Agences immobilières,07040301
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",03,Activités immobilières ,07,Agent commercial en immobilier,07040307
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",03,Activités immobilières ,02,Expertises et conseils en immobilier hors diagnostic et transaction,07040302
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",03,Activités immobilières ,03,Expert foncier,07040303
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",03,Activités immobilières ,04,Administration d'immeubles et autres biens immobiliers,07040304
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",03,Activités immobilières ,05,Conseil en immobilier ou en gestion de patrimoine,07040305
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",03,Activités immobilières ,08,Activités des marchands de biens immobiliers,07040308
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,02,Greffiers près les tribunaux de commerce ,07040402
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,03,Administrateurs judiciaires ,07040403
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,04,Mandataires judiciaires ,07040404
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,05,Opérateur de ventes volontaires de meubles aux enchères publiques,07040405
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,06,Expert devant les tribunaux,07040406
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,07,Mandataires judiciaires à la protection des majeurs,07040407
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,08,Autres activités juridiques,07040408
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,09,Avocat,07040409
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,10,Notaire,07040410
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",04,Activités juridiques,12,Commissaire de justice,07040412
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",05,Activités comptables,01,Expert-comptable,07040501
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",05,Activités comptables,02,Commissaire aux comptes,07040502
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",05,Activités comptables,03,Autres activités comptables,07040503
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",06,Activités des sièges sociaux ,01,Centre de gestion agréé ou association de gestion et de comptabilité composé(e) en majorité de membres désignés par des organisations professionnelles agricoles ou des chambres d'agriculture,07040601
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",06,Activités des sièges sociaux,02,Activités des sièges sociaux et des sièges d'entreprises,07040602
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",07,Conseil en relations publiques et communication,01,"Agence de communication, marketing, Conseil en image",07040701
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",07,Conseil en relations publiques et communication,02,Conseil et accompagnement en communication et relations publiques,07040702
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",08,Conseil pour les affaires et conseil de gestion,01,Conseil commercial,07040801
07,Activités de services,04,"Activités bancaires, financières, d'assurances, de gestion, comptables et juridiques",08,Conseil pour les affaires et conseil de gestion,02,Autres activités de conseil,07040802
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",01,Activités d'architecture et d'ingénierie,01,"Architecte, architecte d'intérieur, maître d'œuvre ",07050101
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",01,Activités d'architecture et d'ingénierie,02,Autres activités d'architecture,07050102
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",01,Activités d'architecture et d'ingénierie,03,Géomètre,07050103
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",01,Activités d'architecture et d'ingénierie,04,Autres activités de géomètre,07050104
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",01,Activités d'architecture et d'ingénierie,05,"Ingénierie, études techniques en profession libérale",07050105
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",01,Activités d'architecture et d'ingénierie,06,"Ingénierie, études techniques à titre indépendant",07050106
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",02,Contrôle technique automobile,00,,07050200
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",03,"Analyses, essais et inspections techniques",00, ,07050300
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",04,Diagnostic technique immobilier,00,,07050400
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",05,Recherche-développement scientifique,00,,07050500
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",06,Activités des agences de publicité,00,,07050600
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",07,Pose d’affiches.,00,,07050700
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",08,Régie publicitaire de médias,00,,07050800
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",09,Études de marché et sondages,00,,07050900
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",10,Activités spécialisées de design,00,,07051000
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",11,Conception de modèles pour étalages et décoration.,00,,07051100
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",12,Activités photographiques,01,Exploitant de machines automatiques de photographies,07051201
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",13,Activités photographiques,02,Studio de photographie.,07051302
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",13,Activités photographiques,03,"Portrait, reportage.",07051303
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",13,Activités photographiques,04,Photographie industrielle et publicitaire.,07051304
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",13,Activités photographiques,05,Laboratoires techniques de développement et de tirage.,07051305
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",13,Activités photographiques,06,Photojournaliste indépendant,07051306
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",13,Activités photographiques,07,Opérateur de drones réalisant des prises de vues aériennes,07051307
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",14,Traduction et interprétation,00,,07051400
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",15,"Activités spécialisées, scientifiques et techniques diverses",00,,07051500
07,Activités de services,05,"Activités spécialisées, scientifiques et techniques",16,Activités vétérinaires,00,,07051600
07,Activités de services,06,Location,01,Location de biens immobiliers,01,Loueur en meublé non professionnel,07060101
07,Activités de services,06,Location,01,Location de biens immobiliers,04,Location de logements meublés - à titre professionnel,07060104
07,Activités de services,06,Location,01,Location de biens immobiliers,05,"Location de logements nus, de terrains et autres biens immobiliers - à titre non professionnel",07060105
07,Activités de services,06,Location,01,Location de biens immobiliers,06,"Location de logements nus, de terrains et autres biens immobiliers - à titre professionnel",07060106
07,Activités de services,06,Location,01,Location de biens immobiliers,07,Location de locaux nus commerciaux ou professionnels - à titre  non professionnel,07060107
07,Activités de services,06,Location,01,Location de biens immobiliers,08,Location de locaux nus commerciaux ou professionnels - à titre  professionnel,07060108
07,Activités de services,06,Location,01,Location de biens immobiliers,09,Location de locaux  équipés commerciaux ou professionnels ,07060109
07,Activités de services,06,Location,01,Location de biens immobiliers,10,Location de garage,07060110
07,Activités de services,06,Location,01,Location de biens immobiliers,11,Baux ruraux ,07060111
07,Activités de services,06,Location,02,Locations de biens mobiliers,07,Location et location-bail de biens mobiliers - à titre professionnel,07060207
07,Activités de services,06,Location,02,Locations de biens mobiliers,08,Location et location-bail de biens mobiliers - à titre  non professionnel,07060208
07,Activités de services,06,Location,02,Locations de biens mobiliers,09,Location de fonds de commerce ,07060209
07,Activités de services,06,Location,02,Locations de biens mobiliers,10,Locations d’autres fonds ,07060210
07,Activités de services,06,Location,02,Locations de biens mobiliers,11,Location de cheptels,07060211
07,Activités de services,06,Location,02,Locations de biens mobiliers,12,Location de droit à paiement de base,07060212
07,Activités de services,06,Location,02,Locations de biens mobiliers,13,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",07060213
07,Activités de services,07,Activités liées à l'emploi,01,"Agences de casting, agences de placement, agences de mannequins",00,,07070100
07,Activités de services,07,Activités liées à l'emploi,02,"Conseil en recrutement et ressources humaines, portage salarial",00,,07070200
07,Activités de services,07,Activités liées à l'emploi,03,Activités des agences de travail temporaire ,00,,07070300
07,Activités de services,07,Activités liées à l'emploi,04,Autre mise à disposition de ressources humaines,00,,07070400
07,Activités de services,08,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",01,Activités des agences de voyage et voyagistes,00,,07080100
07,Activités de services,08,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",02,Autres services de réservation,00,,07080200
07,Activités de services,08,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",03,Services d'échanges à temps partagé,00,,07080300
07,Activités de services,08,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",04,"Vente de billets pour les spectacles, manifestations sportives et divertissements",00,,07080400
07,Activités de services,08,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",05,Guides et assistances touristiques,00,,07080500
07,Activités de services,08,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",06,Guides conférenciers,00,,07080600
07,Activités de services,09,Enquêtes et sécurité,01,Transport de fonds,00,,07090100
07,Activités de services,09,Enquêtes et sécurité,02,Déchiquetage d'informations ,00,,07090200
07,Activités de services,09,Enquêtes et sécurité,03,Services de véhicules blindés,00,,07090300
07,Activités de services,09,Enquêtes et sécurité,04,Garde du corps et agents de protection,00,,07090400
07,Activités de services,09,Enquêtes et sécurité,05,"Vigile, agent de sécurité, maître-chien",00,,07090500
07,Activités de services,09,Enquêtes et sécurité,06,services de dactyloscopie,00,,07090600
07,Activités de services,09,Enquêtes et sécurité,07,Activité de surveillance associée à des systèmes de sécurité ou d'alarme,00,,07090700
07,Activités de services,09,Enquêtes et sécurité,08,Activité de surveillance associée à l'installation de systèmes d’alarme non dissociées.,00,,07090800
07,Activités de services,09,Enquêtes et sécurité,09,Activités d'enquête,00,,07090900
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,01,Activités combinées de soutien lié aux bâtiments ,00,,07100100
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,02,Nettoyage courant des bâtiments,00,,07100200
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,03,"Nettoyage spécialisé ou extérieur de bâtiments, nettoyage de machines industriellles",00,,07100300
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,04,Ramonage,00,,07100400
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,05,"Désinfection, désinsectisation, dératisation",00,,07100500
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,06,Balayage des chaussées et déblaiement de la neige,00,,07100600
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,07,nettoyage et entretien des piscines,00,,07100700
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,08,nettoyage des moyens de transports,00,,07100800
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,09,Autres activités de nettoyage,00,,07100900
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,10,Services d'aménagement paysager ,01,Conception architecturale de parcs et jardins ,07101001
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,10,Services d'aménagement paysager ,02,"Création, restauration et entretien de parcs et jardins ",07101002
07,Activités de services,10,Services relatifs aux bâtiments et aménagement paysager,10,Services d'aménagement paysager ,03,"Création, restauration et entretien de parcs et jardins avec travaux de maçonnerie paysagère ",07101003
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",01,Services administratifs combinés de bureau,00,,07120100
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",02,"Secrétariat à façon, duplication (dont photocopie), reproduction et expédition de documents",00,,07120200
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",03,Services de domiciliation,00,,07120300
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",04,"Révision, correction, transcription de documents",00,,07120400
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",05,Documentaliste Généalogiste,00,,07120500
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",06,Activités de centres d'appels,00,,07120600
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",07,"Organisation de foires, salons professionnels et congrès",00,,07120700
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",08,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,00,,07120800
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",09,Activités de conditionnement,00,,07120900
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",10,Autres activités commerciales de soutien aux entreprises,00,,07121000
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",11,Autres activités libérales de soutien aux entreprises,00,,07121100
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,01,Secteur agrolimentaire,07121201
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,02,Secteur de la banque ou de l' assurance,07121202
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,03,"Secteur Bois, papier, carton, Imprimerie",07121203
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,04,Secteur du BTP ou des matériaux de construction,07121204
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,05,"Secteur de la Chimie, et de la parachimie",07121205
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,06,"Secteur du commerce ,du négoce et de la distribution",07121206
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,07,"Secteur de l'édition, du multimédia et de la communication",07121207
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,08,Secteur de l'électronique et de l'électricité,07121208
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,09,Secteur des études et conseil,07121209
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,10,Secteur de l'industrie pharmaceutique,07121210
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,11,Secteur de l'informatique et des télécoms,07121211
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,12,"Secteur des machines, des  équipements et de l'automobile",07121212
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,13,Secteur de la métallurgie et du fer,07121213
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,14,Secteur du plastique et du caoutchouc,07121214
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,15,Secteur du services aux entreprises,07121215
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,16,"Secteur du textile, de l'habillement et des chaussures",07121216
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,17,Secteur du transport et de la logistique,07121217
07,Activités de services,12,"Activités administratives, agents commerciaux et autres activités de soutien aux entreprises",12,Agent commercial,18,Secteur de l’immobilier,07121218
07,Activités de services,13,Enseignement,01,Enseignement pré-primaire,00,,07130100
07,Activités de services,13,Enseignement,02,Enseignement primaire,00,,07130200
07,Activités de services,13,Enseignement,03,Enseignement secondaire général,00,,07130300
07,Activités de services,13,Enseignement,04,Enseignement secondaire technique ou professionnel,01,Agricole,07130401
07,Activités de services,13,Enseignement,04,Enseignement secondaire technique ou professionnel,02,Autre,07130402
07,Activités de services,13,Enseignement,05,Enseignement post-secondaire non supérieur,00,,07130500
07,Activités de services,13,Enseignement,06,Enseignement supérieur,01,Agricole,07130601
07,Activités de services,13,Enseignement,06,Enseignement supérieur,02,Autre,07130602
07,Activités de services,13,Enseignement,07,Enseignement de disciplines sportives et d'activités de loisirs,00,,07130700
07,Activités de services,13,Enseignement,08,Enseignement culturel,00,,07130800
07,Activités de services,13,Enseignement,09,Enseignement de la conduite,00,,07130900
07,Activités de services,13,Enseignement,10,Formation continue d'adultes,01,Agricole,07131001
07,Activités de services,13,Enseignement,10,Formation continue d'adultes,02,Autre,07131002
07,Activités de services,13,Enseignement,11,Autres enseignements,00,,07131100
07,Activités de services,13,Enseignement,12,Activités de soutien à l'enseignement,00,,07131200
07,Activités de services,14,Social et santé,01,Santé humaine,01,Activités hospitalières,07140101
07,Activités de services,14,Social et santé,01,Santé humaine,02,Médecin sect 1 généraliste,07140102
07,Activités de services,14,Social et santé,01,Santé humaine,05,Médecin sect 1 spécialiste,07140105
07,Activités de services,14,Social et santé,01,Santé humaine,22,Médecin sect 2 régime PAMC,07140122
07,Activités de services,14,Social et santé,01,Santé humaine,23,Médecin sect 2 régime TI,07140123
07,Activités de services,14,Social et santé,01,Santé humaine,08,Chirurgien-dentiste et autres pratiques dentaires,07140108
07,Activités de services,14,Social et santé,01,Santé humaine,10,Infirmier,07140110
07,Activités de services,14,Social et santé,01,Santé humaine,11,Sage-femme,07140111
07,Activités de services,14,Social et santé,01,Santé humaine,12,Orthophoniste,07140112
07,Activités de services,14,Social et santé,01,Santé humaine,13,Orthoptiste,07140113
07,Activités de services,14,Social et santé,01,Santé humaine,14,Masseur kinésithérapeute,07140114
07,Activités de services,14,Social et santé,01,Santé humaine,15,Pédicure podologue régime TI,07140115
07,Activités de services,14,Social et santé,01,Santé humaine,16,Pédicure podologue régime PAMC,07140116
07,Activités de services,14,Social et santé,01,Santé humaine,17,"Chiropracteur, ergothérapeute, ostéopathe, psychomotricien",07140117
07,Activités de services,14,Social et santé,01,Santé humaine,18,Autres activités des professionnels de la rééducation et de l’appareillage,07140118
07,Activités de services,14,Social et santé,01,Santé humaine,19,"Psychologue, psychologue-clinicien, psychothérapeute, diététicien",07140119
07,Activités de services,14,Social et santé,01,Santé humaine,20,autres activités de santé humaine,07140120
07,Activités de services,14,Social et santé,01,Santé humaine,24,laboratoire d'analyse médicale dirigé par un médecin,07140124
07,Activités de services,14,Social et santé,01,Santé humaine,25,laboratoire d'analyse médicale dirigé par un pharmacien,07140125
07,Activités de services,14,Social et santé,02,Hébergement médico-social et social,01,Hébergement médicalisé,07140201
07,Activités de services,14,Social et santé,02,Hébergement médico-social et social,02,"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes",07140202
07,Activités de services,14,Social et santé,02,Hébergement médico-social et social,03,Hébergement social pour personnes âgées ou handicapées physiques ,07140203
07,Activités de services,14,Social et santé,02,Hébergement médico-social et social,04,Hébergement social pour enfants en difficultés ,07140204
07,Activités de services,14,Social et santé,02,Hébergement médico-social et social,05,Hébergement social pour adultes et familles en difficultés et autre hébergement social ,07140205
07,Activités de services,14,Social et santé,03,Action sociale sans hébergement,00,,07140300
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",01,"Création artistique des céramistes, émailleurs, liciers, vitraillistes et autres métiers d'art",07150101
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",02,Création artistique relevant des arts plastiques et graphiques,07150102
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",03,"Création artistique audiovisuelle, cinématographique et photographique",07150103
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",04,Création d'œuvres littéraires et dramatiques,07150104
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",05,Création d'œuvres musicales et chorégraphiques,07150105
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",06,Création de jeux et de jeux vidéo,07150106
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",07,Auteur de logiciels,07150107
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",08,Directeur de collection éditoriale originale,07150108
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",09,"Vidéaste, vlogueur, blogueur",07150109
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",10,Journaliste - hors critique d'art,07150110
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",11,"Critique d'art, de musique, de littérature, de théâtre, de cinéma",07150111
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",12,Production de spectacles et de tournées artistiques,07150112
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",13,Artiste de spectacle,07150113
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",14,Activité de soutien technique au spectable vivant,07150114
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",15,"Fabrication de décors, costumes et accessoires de spectacles ",07150115
07,Activités de services,15,"Arts, culture et divertissement",01,"Activités créatives, artistiques et de spectacle ",16,Autre activité artistique,07150116
07,Activités de services,15,"Arts, culture et divertissement",02,Spectacles de marionnettes.,00,,07150200
07,Activités de services,15,"Arts, culture et divertissement",03,Restauration d’objets d’art.,00,,07150300
07,Activités de services,15,"Arts, culture et divertissement",04,Gestion de salles de spectacles ,00,,07150400
07,Activités de services,15,"Arts, culture et divertissement",05,Gestion des bibliothèques et des archives,00,,07150500
07,Activités de services,15,"Arts, culture et divertissement",06,Gestion des musées,00,,07150600
07,Activités de services,15,"Arts, culture et divertissement",07,Gestion des sites et monuments historiques et des attractions touristiques similaires,00,,07150700
07,Activités de services,15,"Arts, culture et divertissement",08,Gestion des jardins botaniques et zoologiques et des réserves naturelles,00,,07150800
07,Activités de services,15,"Arts, culture et divertissement",09,Organisation de jeux de hasard et d'argent,01,"Loterie,casinos, paris, sites inernet de jeux en ligne",07150901
07,Activités de services,15,"Arts, culture et divertissement",09,Organisation de jeux de hasard et d'argent,02,Joueurs professionnels,07150902
